orch_id,mask,longest,years_active,ever_cover,never_cover
00570000000000000de7,63,6,6,True,False
00570000000000000deb,22,2,3,True,False
00570000000000000dee,48,2,2,True,False
00570000000000000def,52,2,3,True,False
00570000000000000df1,53,2,4,True,False
00570000000000000df2,16,1,1,True,False
00570000000000000df3,24,2,2,True,False
00570000000000000df4,28,3,3,True,False
00570000000000000df7,16,1,1,True,False
00570000000000000df8,59,3,5,True,False
00570000000000000df9,63,6,6,True,False
00570000000000000dfb,63,6,6,True,False
00570000000000000dfd,59,3,5,True,False
00570000000000000dff,40,1,2,True,False
00570000000000000e00,4,1,1,True,False
00570000000000000e06,1,1,1,True,False
00570000000000000e07,6,2,2,True,False
00570000000000000e08,6,2,2,True,False
00570000000000000e0a,63,6,6,True,False
00570000000000000e0c,4,1,1,True,False
00570000000000000e0d,22,2,3,True,False
00570000000000000e10,1,1,1,True,False
00570000000000000e12,31,5,5,True,False
00570000000000000e14,62,5,5,True,False
00570000000000000e16,25,2,3,True,False
00570000000000000e18,51,2,4,True,False
00570000000000000e19,16,1,1,True,False
00570000000000000e1b,61,4,5,True,False
00570000000000000e20,35,2,3,True,False
00570000000000000e21,63,6,6,True,False
00570000000000000e22,16,1,1,True,False
00570000000000000e23,16,1,1,True,False
00570000000000000e24,24,2,2,True,False
00570000000000000e2b,42,1,3,True,False
00570000000000000e2c,1,1,1,True,False
00570000000000000e31,8,1,1,True,False
00570000000000000e33,16,1,1,True,False
00570000000000000e34,28,3,3,True,False
00570000000000000e36,32,1,1,True,False
00570000000000000e38,4,1,1,True,False
00570000000000000e3a,6,2,2,True,False
00570000000000000e3b,4,1,1,True,False
00570000000000000e3c,4,1,1,True,False
00570000000000000e3d,20,1,2,True,False
00570000000000000e40,35,2,3,True,False
00570000000000000e42,48,2,2,True,False
00570000000000000e43,47,4,5,True,False
00570000000000000e44,52,2,3,True,False
00570000000000000e46,20,1,2,True,False
00570000000000000e47,30,4,4,True,False
00570000000000000e4a,35,2,3,True,False
00570000000000000e4b,16,1,1,True,False
00570000000000000e4c,1,1,1,True,False
00570000000000000e4d,8,1,1,True,False
00570000000000000e4e,1,1,1,True,False
00570000000000000e50,62,5,5,True,False
00570000000000000e54,62,5,5,True,False
00570000000000000e55,16,1,1,True,False
00570000000000000e5a,16,1,1,True,False
00570000000000000e5d,23,3,4,True,False
00570000000000000e5e,23,3,4,True,False
00570000000000000e5f,16,1,1,True,False
00570000000000000e60,52,2,3,True,False
00570000000000000e61,52,2,3,True,False
00570000000000000e62,35,2,3,True,False
00570000000000000e63,2,1,1,True,False
00570000000000000e64,32,1,1,True,False
00570000000000000e68,16,1,1,True,False
00570000000000000e6e,57,3,4,True,False
00570000000000000e6f,60,4,4,True,False
00570000000000000e71,16,1,1,True,False
00570000000000000e72,16,1,1,True,False
00570000000000000e76,30,4,4,True,False
00570000000000000e78,16,1,1,True,False
00570000000000000e79,30,4,4,True,False
00570000000000000e81,31,5,5,True,False
00570000000000000e83,4,1,1,True,False
00570000000000000e84,16,1,1,True,False
00570000000000000e85,24,2,2,True,False
00570000000000000e86,40,1,2,True,False
00570000000000000e88,47,4,5,True,False
00570000000000000e8c,25,2,3,True,False
00570000000000000e8e,16,1,1,True,False
00570000000000000e8f,16,1,1,True,False
00570000000000000e92,40,1,2,True,False
00570000000000000e93,32,1,1,True,False
00570000000000000e95,1,1,1,True,False
00570000000000000e96,26,2,3,True,False
00570000000000000e97,4,1,1,True,False
00570000000000000e98,32,1,1,True,False
00570000000000000e99,32,1,1,True,False
00570000000000000e9b,26,2,3,True,False
00570000000000000e9d,20,1,2,True,False
00570000000000000e9e,5,1,2,True,False
00570000000000000e9f,63,6,6,True,False
00570000000000000ea0,24,2,2,True,False
00570000000000000ea1,26,2,3,True,False
00570000000000000ea3,20,1,2,True,False
00570000000000000ea6,63,6,6,True,False
00570000000000000ea8,55,3,5,True,False
00570000000000000eab,33,1,2,True,False
00570000000000000eac,39,3,4,True,False
00570000000000000eb1,15,4,4,True,False
00570000000000000eb2,49,2,3,True,False
00570000000000000eb3,32,1,1,True,False
00570000000000000eb4,22,2,3,True,False
00570000000000000eb5,20,1,2,True,False
00570000000000000eb6,16,1,1,True,False
00570000000000000ebc,28,3,3,True,False
00570000000000000ebd,16,1,1,True,False
00570000000000000ec0,16,1,1,True,False
00570000000000000ec1,1,1,1,True,False
00570000000000000ec4,48,2,2,True,False
00570000000000000ec6,4,1,1,True,False
00570000000000000ec7,14,3,3,True,False
00570000000000000ec8,30,4,4,True,False
00570000000000000ec9,4,1,1,True,False
00570000000000000ecb,8,1,1,True,False
00570000000000000ecd,16,1,1,True,False
00570000000000000ecf,4,1,1,True,False
00570000000000000ed0,24,2,2,True,False
00570000000000000ed1,8,1,1,True,False
00570000000000000ed2,17,1,2,True,False
00570000000000000ed4,24,2,2,True,False
00570000000000000ed6,5,1,2,True,False
00570000000000000ed9,38,2,3,True,False
00570000000000000eda,37,1,3,True,False
00570000000000000edb,2,1,1,True,False
00570000000000000edc,8,1,1,True,False
00570000000000000ede,48,2,2,True,False
00570000000000000edf,48,2,2,True,False
00570000000000000ee0,48,2,2,True,False
00570000000000000ee1,21,1,3,True,False
00570000000000000ee2,4,1,1,True,False
00570000000000000ee3,48,2,2,True,False
00570000000000000ee4,21,1,3,True,False
00570000000000000ee5,38,2,3,True,False
00570000000000000ee6,24,2,2,True,False
00570000000000000ee9,16,1,1,True,False
00570000000000000eeb,21,1,3,True,False
00570000000000000eec,4,1,1,True,False
00570000000000000eed,1,1,1,True,False
00570000000000000eee,4,1,1,True,False
00570000000000000ef2,1,1,1,True,False
00570000000000000ef4,24,2,2,True,False
00570000000000000ef6,6,2,2,True,False
00570000000000000ef7,36,1,2,True,False
00570000000000000efa,24,2,2,True,False
00570000000000000efc,18,1,2,True,False
00570000000000000efd,22,2,3,True,False
00570000000000000efe,18,1,2,True,False
00570000000000000eff,18,1,2,True,False
00570000000000000f00,56,3,3,True,False
00570000000000000f01,16,1,1,True,False
00570000000000000f02,32,1,1,True,False
00570000000000000f04,16,1,1,True,False
00570000000000000f05,16,1,1,True,False
00570000000000000f06,23,3,4,True,False
00570000000000000f08,59,3,5,True,False
00570000000000000f0a,22,2,3,True,False
00570000000000000f0b,22,2,3,True,False
00570000000000000f0c,4,1,1,True,False
00570000000000000f0d,59,3,5,True,False
00570000000000000f0e,22,2,3,True,False
00570000000000000f0f,22,2,3,True,False
00570000000000000f10,20,1,2,True,False
00570000000000000f11,22,2,3,True,False
00570000000000000f12,32,1,1,True,False
00570000000000000f13,22,2,3,True,False
00570000000000000f15,7,3,3,True,False
00570000000000000f17,8,1,1,True,False
00570000000000000f18,22,2,3,True,False
00570000000000000f19,40,1,2,True,False
00570000000000000f1a,20,1,2,True,False
00570000000000001018,4,1,1,True,False
0057000000000000101a,4,1,1,True,False
0057000000000000101b,4,1,1,True,False
0057000000000000101c,5,1,2,True,False
0057000000000000101d,27,2,4,True,False
00570000000000001024,16,1,1,True,False
00570000000000001029,30,4,4,True,False
0057000000000000102b,26,2,3,True,False
0057000000000000102e,30,4,4,True,False
00570000000000001043,9,1,2,True,False
00570000000000001046,1,1,1,True,False
00570000000000001049,16,1,1,True,False
00570000000000001073,13,2,3,True,False
00570000000000001076,9,1,2,True,False
00570000000000001077,32,1,1,True,False
0057000000000000107a,32,1,1,True,False
0057000000000000107b,36,1,2,True,False
0057000000000000107d,36,1,2,True,False
0057000000000000109a,8,1,1,True,False
005700000000000010ab,31,5,5,True,False
005700000000000010ac,31,5,5,True,False
005700000000000010af,15,4,4,True,False
005700000000000010b0,28,3,3,True,False
005700000000000010b3,24,2,2,True,False
005700000000000010c3,22,2,3,True,False
0057000000000000110b,33,1,2,True,False
00570000000000001121,32,1,1,True,False
00570000000000001152,56,3,3,True,False
00570000000000001153,48,2,2,True,False
00570000000000001154,56,3,3,True,False
00570000000000001156,48,2,2,True,False
0057000000000000117a,50,2,3,True,False
005700000000000011c2,4,1,1,True,False
005700000000000011c4,4,1,1,True,False
005700000000000011f3,56,3,3,True,False
005700000000000011f4,56,3,3,True,False
00570000000000001203,56,3,3,True,False
00570000000000001207,55,3,5,True,False
00570000000000001211,56,3,3,True,False
00570000000000001212,56,3,3,True,False
005700000000000039a4,28,3,3,True,False
00570000000000007613,3,2,2,True,False
00570000000000007722,6,2,2,True,False
00570000000000007728,29,3,4,True,False
0057000000000000773e,16,1,1,True,False
00570000000000007740,16,1,1,True,False
00570000000000007743,52,2,3,True,False
00570000000000007744,4,1,1,True,False
00570000000000007746,32,1,1,True,False
0057000000000000775e,33,1,2,True,False
005700000000000077af,16,1,1,True,False
005700000000000077b2,33,1,2,True,False
005700000000000077b3,63,6,6,True,False
005700000000000077c1,32,1,1,True,False
005700000000000077c2,4,1,1,True,False
00570000000000008a02,56,3,3,True,False
00570000000000008b76,2,1,1,True,False
00570000000000008b77,2,1,1,True,False
00570000000000008b7b,41,1,3,True,False
00570000000000008b7e,2,1,1,True,False
00570000000000008b80,16,1,1,True,False
00570000000000008b82,5,1,2,True,False
00570000000000008b83,1,1,1,True,False
00570000000000008b8d,24,2,2,True,False
00570000000000008b8f,8,1,1,True,False
00570000000000008b92,32,1,1,True,False
00570000000000008b93,62,5,5,True,False
00570000000000008b94,32,1,1,True,False
00570000000000008b95,2,1,1,True,False
00570000000000008b97,63,6,6,True,False
00570000000000008b9b,31,5,5,True,False
00570000000000008b9c,4,1,1,True,False
00570000000000008b9e,32,1,1,True,False
00570000000000008ba0,46,3,4,True,False
00570000000000008ba1,63,6,6,True,False
00570000000000008ba2,8,1,1,True,False
00570000000000008ba4,2,1,1,True,False
00570000000000008ba5,31,5,5,True,False
00570000000000008ba6,46,3,4,True,False
00570000000000008bab,63,6,6,True,False
00570000000000008baf,2,1,1,True,False
00570000000000008bb2,15,4,4,True,False
00570000000000008bb3,4,1,1,True,False
00570000000000008bb5,2,1,1,True,False
00570000000000008bb7,8,1,1,True,False
00570000000000008bb8,8,1,1,True,False
00570000000000008bbc,8,1,1,True,False
00570000000000008bbe,31,5,5,True,False
00570000000000008bc3,3,2,2,True,False
00570000000000008bc6,8,1,1,True,False
00570000000000008bc7,8,1,1,True,False
00570000000000008bca,2,1,1,True,False
00570000000000008bcb,35,2,3,True,False
00570000000000008bce,4,1,1,True,False
00570000000000008bd1,47,4,5,True,False
00570000000000008bd2,34,1,2,True,False
00570000000000008bd9,2,1,1,True,False
00570000000000008bdf,8,1,1,True,False
00570000000000008be3,16,1,1,True,False
00570000000000008be8,16,1,1,True,False
00570000000000008bf3,1,1,1,True,False
00570000000000008c02,2,1,1,True,False
